SchoolYear,IsdCode,IsdName,DistrictCode,DistrictName,BuildingCode,BuildingName,ReportCategory,ReportSubGroup,AttendanceRate
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,103,Ann Arbor Trail Magnet School,Students with Disabilities,Students with Disabilities,82.25
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,103,Ann Arbor Trail Magnet School,Ethnicity,"Black, not of Hispanic origin",84.99
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,103,Ann Arbor Trail Magnet School,Grade,1,84.63
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,103,Ann Arbor Trail Magnet School,Grade,5,80.76
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,103,Ann Arbor Trail Magnet School,Ethnicity,Two or More Races,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,103,Ann Arbor Trail Magnet School,Grade,All,84.99
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,103,Ann Arbor Trail Magnet School,Grade,2,85.7
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,103,Ann Arbor Trail Magnet School,Economically Disadvantaged,Economically Disadvantaged,84.77
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,103,Ann Arbor Trail Magnet School,Migrant Status,Not Migrant,84.99
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,103,Ann Arbor Trail Magnet School,Homeless,Homeless,80.16
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,103,Ann Arbor Trail Magnet School,Grade,4,87.36
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,103,Ann Arbor Trail Magnet School,Grade,3,85.32
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,103,Ann Arbor Trail Magnet School,Ethnicity,"White, not of Hispanic origin",*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,168,Bagley Elementary School,Economically Disadvantaged,Not Economically Disadvantaged,89.08
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,168,Bagley Elementary School,English Learners,Not English Learners,83.59
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,168,Bagley Elementary School,Students with Disabilities,Students without IEP,83.57
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,168,Bagley Elementary School,English Learners,English Learners,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,168,Bagley Elementary School,Gender,Female,84.45
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,168,Bagley Elementary School,Grade,6,84.3
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,168,Bagley Elementary School,Homeless,Not Homeless,83.73
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,168,Bagley Elementary School,Gender,Male,82.71
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,168,Bagley Elementary School,Students with Disabilities,Students with Disabilities,84.01
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,168,Bagley Elementary School,Grade,0,81.13
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,168,Bagley Elementary School,Grade,1,84.47
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,168,Bagley Elementary School,Ethnicity,"Black, not of Hispanic origin",83.65
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,168,Bagley Elementary School,Grade,5,82.71
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,168,Bagley Elementary School,Grade,All,83.62
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,168,Bagley Elementary School,Grade,2,85.07
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,168,Bagley Elementary School,Economically Disadvantaged,Economically Disadvantaged,82.93
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,168,Bagley Elementary School,Migrant Status,Not Migrant,83.62
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,168,Bagley Elementary School,Homeless,Homeless,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,168,Bagley Elementary School,Grade,4,82.81
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,168,Bagley Elementary School,Grade,3,84.88
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,168,Bagley Elementary School,Ethnicity,"White, not of Hispanic origin",*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,176,Golightly Education Center,Grade,7,84.48
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,176,Golightly Education Center,Grade,8,85.43
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,176,Golightly Education Center,Economically Disadvantaged,Not Economically Disadvantaged,86.99
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,176,Golightly Education Center,English Learners,Not English Learners,82.84
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,176,Golightly Education Center,Students with Disabilities,Students without IEP,83.03
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,176,Golightly Education Center,English Learners,English Learners,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,176,Golightly Education Center,Gender,Female,82.15
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,176,Golightly Education Center,Grade,0,80.17
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,176,Golightly Education Center,Grade,6,86.32
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,176,Golightly Education Center,Homeless,Not Homeless,82.96
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,176,Golightly Education Center,Gender,Male,83.66
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,176,Golightly Education Center,Students with Disabilities,Students with Disabilities,81.92
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,176,Golightly Education Center,Grade,1,82.07
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,176,Golightly Education Center,Ethnicity,"Black, not of Hispanic origin",82.88
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,176,Golightly Education Center,Grade,5,85.44
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,176,Golightly Education Center,Grade,All,82.88
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,176,Golightly Education Center,Grade,2,79.64
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,176,Golightly Education Center,Economically Disadvantaged,Economically Disadvantaged,82.14
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,176,Golightly Education Center,Migrant Status,Not Migrant,82.88
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,176,Golightly Education Center,Homeless,Homeless,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,176,Golightly Education Center,Grade,4,82.9
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,176,Golightly Education Center,Grade,3,84.8
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,238,"Clemente, Roberto Academy",Economically Disadvantaged,Not Economically Disadvantaged,92.44
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,238,"Clemente, Roberto Academy",English Learners,Not English Learners,85.71
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,238,"Clemente, Roberto Academy",Students with Disabilities,Students without IEP,91.54
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,238,"Clemente, Roberto Academy",Ethnicity,Hispanic,92.41
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,238,"Clemente, Roberto Academy",English Learners,English Learners,92.99
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,238,"Clemente, Roberto Academy",Gender,Female,91.61
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,238,"Clemente, Roberto Academy",Grade,0,89.97
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,238,"Clemente, Roberto Academy",Homeless,Not Homeless,91.41
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,238,"Clemente, Roberto Academy",Gender,Male,91.18
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,238,"Clemente, Roberto Academy",Students with Disabilities,Students with Disabilities,90.08
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,238,"Clemente, Roberto Academy",Ethnicity,"Black, not of Hispanic origin",87.8
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,238,"Clemente, Roberto Academy",Grade,1,92.18
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,238,"Clemente, Roberto Academy",Grade,5,92.26
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,238,"Clemente, Roberto Academy",Ethnicity,Two or More Races,86.06
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,238,"Clemente, Roberto Academy",Grade,2,90.29
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,238,"Clemente, Roberto Academy",Economically Disadvantaged,Economically Disadvantaged,91.36
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,238,"Clemente, Roberto Academy",Grade,All,91.39
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,238,"Clemente, Roberto Academy",Migrant Status,Not Migrant,91.39
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,238,"Clemente, Roberto Academy",Homeless,Homeless,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,238,"Clemente, Roberto Academy",Grade,4,92.15
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,238,"Clemente, Roberto Academy",Grade,3,91.39
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,238,"Clemente, Roberto Academy",Ethnicity,"White, not of Hispanic origin",81.42
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,277,Bennett Elementary School,Economically Disadvantaged,Not Economically Disadvantaged,92.17
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,277,Bennett Elementary School,English Learners,Not English Learners,85.22
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,277,Bennett Elementary School,Students with Disabilities,Students without IEP,91.17
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,277,Bennett Elementary School,Ethnicity,Hispanic,92.26
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,277,Bennett Elementary School,English Learners,English Learners,93.08
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,277,Bennett Elementary School,Gender,Female,91.2
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,277,Bennett Elementary School,Grade,0,87.95
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,277,Bennett Elementary School,Homeless,Not Homeless,91.44
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,277,Bennett Elementary School,Gender,Male,91.28
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,277,Bennett Elementary School,Students with Disabilities,Students with Disabilities,91.81
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,277,Bennett Elementary School,Grade,1,91.54
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,277,Bennett Elementary School,Ethnicity,"Black, not of Hispanic origin",85.96
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,277,Bennett Elementary School,Ethnicity,American Indian or Alaska Native,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,277,Bennett Elementary School,Ethnicity,Two or More Races,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,277,Bennett Elementary School,Grade,All,91.24
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,277,Bennett Elementary School,Grade,5,91.88
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,277,Bennett Elementary School,Grade,2,92.11
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,277,Bennett Elementary School,Economically Disadvantaged,Economically Disadvantaged,91.2
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,277,Bennett Elementary School,Migrant Status,Not Migrant,91.24
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,277,Bennett Elementary School,Homeless,Homeless,*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,277,Bennett Elementary School,Grade,4,92.63
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,277,Bennett Elementary School,Grade,3,91.62
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,277,Bennett Elementary School,Ethnicity,"White, not of Hispanic origin",84.46
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,446,Bunche Elementary-Middle School,Grade,3,76.68
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,446,Bunche Elementary-Middle School,Ethnicity,"White, not of Hispanic origin",*
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,446,Bunche Elementary-Middle School,Grade,4,77.24
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,446,Bunche Elementary-Middle School,Homeless,Homeless,68.6
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,446,Bunche Elementary-Middle School,Migrant Status,Not Migrant,77.39
2017-2018,82,Wayne RESA,82015,Detroit Public Schools Community District,446,Bunche Elementary-Middle School,Economically Disadvantaged,Economically Disadvantaged,77
