SchoolYear,ISD_Code,ISD_OfficialName,DistrictCode,DistrictOfficialName,BuildingCode,BuildingOfficialName,CharterName,EntityType,IHE_Type,Subgroup,Gender,Total_Graduates_All_Students,Total_Enrolled_in_an_IHE_within_0_6_months,Total_%_Enrolled_in_an_IHE_within_0_6_months,Total_Enrolled_in_an_IHE_within_0_12_months,Total_%_Enrolled_in_an_IHE_within_0_12_months,Total_Enrolled_in_an_IHE_within_0_16_months,Total_%_Enrolled_in_an_IHE_within_0_16_months,Total_Enrolled_in_an_IHE_within_0_24_months,Total_%_Enrolled_in_an_IHE_within_0_24_months,Total_Enrolled_in_an_IHE_within_0_36_months,Total_%_Enrolled_in_an_IHE_within_0_36_months,Total_Enrolled_in_an_IHE_within_0_48_months,Total_%_Enrolled_in_an_IHE_within_0_48_months,Total_Accumulating_24_Credits_within_0_12_months,Total_%_Accumulating_24_Credits_within_0_12_months,Total_Accumulating_24_Credits_within_0_16_months,Total_%_Accumulating_24_Credits_within_0_16_months,Total_Accumulating_24_Credits_within_0_24_months,Total_%_Accumulating_24_Credits_within_0_24_months,Total_Accumulating_24_Credits_within_0_36_months,Total_%_Accumulating_24_Credits_within_0_36_months,Total_Accumulating_24_Credits_within_0_48_months,Total_%_Accumulating_24_Credits_within_0_48_months
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,LEA School,All,Hispanic/Latino,Male,127,48,37.7953,56,44.0945,,,,,,,,,17,13.3858,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,LEA School,Two Year,All Students,Female,172,32,18.6047,38,22.093,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,4477,Western International High School,,LEA School,Four Year,Students With Disabilities,All Students,28,<10,7.1429,<10,7.1429,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,Four Year,White,All Students,<10,<10,66.6667,<10,66.6667,,,,,,,,,<10,33.3333,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,Two Year,Economically Disadvantaged,All Students,99,<10,<5%,<10,<5%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,All,African American,All Students,240,214,89.1667,222,92.5,,,,,,,,,161,67.0833,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,Four Year,African American,All Students,240,203,84.5833,211,87.9167,,,,,,,,,156,65,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,All,African American,Female,147,134,91.1565,140,>95%,,,,,,,,,104,70.7483,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,Four Year,Asian,Female,<10,<10,>95%,<10,>95%,,,,,,,,,<10,50,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,Four Year,All Students,Male,93,75,80.6452,77,82.7957,,,,,,,,,53,56.9893,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,Two Year,All Students,Female,153,<10,<5%,<10,<5%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,Two Year,All Students,All Students,246,11,<5%,12,<5%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,Four Year,Economically Disadvantaged,All Students,99,86,86.8687,90,90.9091,,,,,,,,,67,67.6768,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,All,African American,Male,93,80,86.0215,82,88.172,,,,,,,,,57,61.2903,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,Two Year,African American,Male,93,<10,5.3763,<10,5.3763,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,All,Students With Disabilities,All Students,<10,<10,>95%,<10,>95%,,,,,,,,,<10,>95%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,All,Asian,Female,<10,<10,>95%,<10,>95%,,,,,,,,,<10,50,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,Four Year,Hispanic/Latino,All Students,<10,<10,>95%,<10,>95%,,,,,,,,,<10,>95%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,All,Asian,All Students,<10,<10,>95%,<10,>95%,,,,,,,,,<10,50,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,Four Year,All Students,All Students,246,208,84.5529,216,87.8049,,,,,,,,,159,64.6342,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,All,Economically Disadvantaged,All Students,99,87,87.8788,92,92.9293,,,,,,,,,67,67.6768,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,Two Year,African American,All Students,240,11,<5%,11,<5%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,All,All Students,Female,153,139,90.8497,146,>95%,,,,,,,,,107,69.9346,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,Four Year,African American,Female,147,128,87.0748,134,91.1565,,,,,,,,,103,70.068,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,Four Year,White,Female,<10,<10,66.6667,<10,66.6667,,,,,,,,,<10,33.3333,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,Two Year,African American,Female,147,<10,<5%,<10,<5%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,Two Year,White,Female,<10,<10,<5%,<10,33.3333,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,Four Year,Hispanic/Latino,Female,<10,<10,>95%,<10,>95%,,,,,,,,,<10,>95%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,All,All Students,All Students,246,219,89.0244,228,92.6829,,,,,,,,,164,66.6667,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,Four Year,Students With Disabilities,All Students,<10,<10,>95%,<10,>95%,,,,,,,,,<10,>95%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,Two Year,All Students,Male,93,<10,5.3763,<10,5.3763,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,All,All Students,Male,93,80,86.0215,82,88.172,,,,,,,,,57,61.2903,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,Four Year,All Students,Female,153,133,86.9281,139,90.8497,,,,,,,,,106,69.2811,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,All,White,Female,<10,<10,66.6667,<10,>95%,,,,,,,,,<10,33.3333,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,Four Year,African American,Male,93,75,80.6452,77,82.7957,,,,,,,,,53,56.9893,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,All,Hispanic/Latino,All Students,<10,<10,>95%,<10,>95%,,,,,,,,,<10,>95%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,All,White,All Students,<10,<10,66.6667,<10,>95%,,,,,,,,,<10,33.3333,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,Two Year,White,All Students,<10,<10,<5%,<10,33.3333,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,All,Hispanic/Latino,Female,<10,<10,>95%,<10,>95%,,,,,,,,,<10,>95%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,6971,Renaissance High School,,LEA School,Four Year,Asian,All Students,<10,<10,>95%,<10,>95%,,,,,,,,,<10,50,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7135,Douglass Academy for Young Men,,LEA School,Four Year,African American,Male,29,12,41.3793,12,41.3793,,,,,,,,,<10,24.1379,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7135,Douglass Academy for Young Men,,LEA School,Four Year,Students With Disabilities,All Students,<10,<10,33.3333,<10,33.3333,,,,,,,,,<10,16.6667,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7135,Douglass Academy for Young Men,,LEA School,Two Year,Students With Disabilities,All Students,<10,<10,50,<10,50,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7135,Douglass Academy for Young Men,,LEA School,Four Year,All Students,Male,30,12,40,12,40,,,,,,,,,<10,23.3333,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7135,Douglass Academy for Young Men,,LEA School,All,All Students,Male,30,17,56.6667,18,60,,,,,,,,,10,33.3333,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7135,Douglass Academy for Young Men,,LEA School,Two Year,White,Male,<10,<10,>95%,<10,>95%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7135,Douglass Academy for Young Men,,LEA School,All,African American,Male,29,16,55.1724,17,58.6207,,,,,,,,,10,34.4828,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7135,Douglass Academy for Young Men,,LEA School,All,White,All Students,<10,<10,>95%,<10,>95%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7135,Douglass Academy for Young Men,,LEA School,Four Year,All Students,All Students,30,12,40,12,40,,,,,,,,,<10,23.3333,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7135,Douglass Academy for Young Men,,LEA School,Two Year,Economically Disadvantaged,All Students,17,<10,11.7647,<10,17.6471,,,,,,,,,<10,5.8824,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7135,Douglass Academy for Young Men,,LEA School,All,Economically Disadvantaged,All Students,17,<10,52.9412,10,58.8235,,,,,,,,,<10,29.4118,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7135,Douglass Academy for Young Men,,LEA School,Two Year,White,All Students,<10,<10,>95%,<10,>95%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7135,Douglass Academy for Young Men,,LEA School,All,Students With Disabilities,All Students,<10,<10,83.3333,<10,83.3333,,,,,,,,,<10,33.3333,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7135,Douglass Academy for Young Men,,LEA School,All,African American,All Students,29,16,55.1724,17,58.6207,,,,,,,,,10,34.4828,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7135,Douglass Academy for Young Men,,LEA School,All,All Students,All Students,30,17,56.6667,18,60,,,,,,,,,10,33.3333,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7135,Douglass Academy for Young Men,,LEA School,Two Year,African American,All Students,29,<10,13.7931,<10,17.2414,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7135,Douglass Academy for Young Men,,LEA School,Four Year,African American,All Students,29,12,41.3793,12,41.3793,,,,,,,,,<10,24.1379,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7135,Douglass Academy for Young Men,,LEA School,Four Year,Economically Disadvantaged,All Students,17,<10,41.1765,<10,41.1765,,,,,,,,,<10,23.5294,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7135,Douglass Academy for Young Men,,LEA School,Two Year,All Students,Male,30,<10,16.6667,<10,20,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7135,Douglass Academy for Young Men,,LEA School,All,White,Male,<10,<10,>95%,<10,>95%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7135,Douglass Academy for Young Men,,LEA School,Two Year,All Students,All Students,30,<10,16.6667,<10,20,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7135,Douglass Academy for Young Men,,LEA School,Two Year,African American,Male,29,<10,13.7931,<10,17.2414,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts HS,,LEA School,Four Year,Asian,All Students,<10,<10,>95%,<10,>95%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts HS,,LEA School,Two Year,All Students,Female,81,29,35.8025,31,38.2716,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts HS,,LEA School,Four Year,All Students,Male,58,16,27.5862,17,29.3103,,,,,,,,,<10,12.069,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts HS,,LEA School,All,Asian,Male,<10,<10,>95%,<10,>95%,,,,,,,,,<10,>95%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts HS,,LEA School,Four Year,African American,All Students,138,42,30.4348,45,32.6087,,,,,,,,,28,20.2899,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts HS,,LEA School,All,All Students,Female,81,56,69.1358,60,74.0741,,,,,,,,,23,28.3951,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts HS,,LEA School,Four Year,African American,Female,81,27,33.3333,29,35.8025,,,,,,,,,21,25.9259,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts HS,,LEA School,Two Year,African American,Female,81,29,35.8025,31,38.2716,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts HS,,LEA School,Two Year,Students With Disabilities,All Students,<10,<10,80,<10,80,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts HS,,LEA School,Four Year,African American,Male,57,15,26.3158,16,28.0702,,,,,,,,,<10,12.2807,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts HS,,LEA School,All,Asian,All Students,<10,<10,>95%,<10,>95%,,,,,,,,,<10,>95%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts HS,,LEA School,Four Year,Economically Disadvantaged,All Students,78,28,35.8974,30,38.4615,,,,,,,,,19,24.359,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts HS,,LEA School,All,Economically Disadvantaged,All Students,78,52,66.6667,57,73.0769,,,,,,,,,21,26.9231,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts HS,,LEA School,Four Year,All Students,All Students,139,43,30.9353,46,33.0935,,,,,,,,,28,20.1439,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts HS,,LEA School,Two Year,All Students,All Students,139,45,32.3741,50,35.9712,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts HS,,LEA School,Two Year,All Students,Male,58,16,27.5862,19,32.7586,,,,,,,,,<10,6.8966,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts HS,,LEA School,All,African American,Female,81,56,69.1358,60,74.0741,,,,,,,,,23,28.3951,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts HS,,LEA School,Four Year,All Students,Female,81,27,33.3333,29,35.8025,,,,,,,,,21,25.9259,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts HS,,LEA School,All,African American,Male,57,31,54.386,35,61.4035,,,,,,,,,11,19.2983,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts HS,,LEA School,All,Students With Disabilities,All Students,<10,<10,80,<10,80,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts HS,,LEA School,Two Year,African American,All Students,138,45,32.6087,50,36.2319,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts HS,,LEA School,Two Year,African American,Male,57,16,28.0702,19,33.3333,,,,,,,,,<10,7.0175,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts HS,,LEA School,All,All Students,Male,58,32,55.1724,36,62.069,,,,,,,,,12,20.6897,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts HS,,LEA School,Two Year,Economically Disadvantaged,All Students,78,24,30.7692,27,34.6154,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts HS,,LEA School,All,All Students,All Students,139,88,63.3094,96,69.0648,,,,,,,,,35,25.1799,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts HS,,LEA School,All,African American,All Students,138,87,63.0435,95,68.8406,,,,,,,,,34,24.6377,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7654,Communication and Media Arts HS,,LEA School,Four Year,Asian,Male,<10,<10,>95%,<10,>95%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,All,Hispanic/Latino,Male,<10,<10,>95%,<10,>95%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,Two Year,All Students,All Students,162,42,25.9259,47,29.0124,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,All,All Students,All Students,162,103,63.5803,112,69.1358,,,,,,,,,44,27.1605,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,Four Year,All Students,Female,109,42,38.5321,45,41.2844,,,,,,,,,23,21.1009,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,Two Year,Hispanic/Latino,All Students,<10,<10,50,<10,50,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,All,Hispanic/Latino,All Students,<10,<10,>95%,<10,>95%,,,,,,,,,<10,50,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,Two Year,Economically Disadvantaged,All Students,82,22,26.8293,27,32.9268,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,All,English Learners,All Students,<10,<10,>95%,<10,>95%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,All,Economically Disadvantaged,All Students,82,48,58.5366,55,67.0732,,,,,,,,,16,19.5122,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,Four Year,All Students,Male,53,19,35.8491,20,37.7359,,,,,,,,,15,28.3019,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,Four Year,African American,Female,108,41,37.963,44,40.7407,,,,,,,,,22,20.3704,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,Four Year,Hispanic/Latino,Female,<10,<10,>95%,<10,>95%,,,,,,,,,<10,>95%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,All,African American,Male,52,36,69.2308,39,75,,,,,,,,,15,28.8462,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,All,All Students,Female,109,66,60.5505,72,66.0551,,,,,,,,,29,26.6055,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,All,Students With Disabilities,All Students,30,14,46.6667,15,50,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,All,African American,All Students,160,101,63.125,110,68.75,,,,,,,,,43,26.875,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,Two Year,All Students,Male,53,18,33.9623,20,37.7359,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,Two Year,English Learners,All Students,<10,<10,>95%,<10,>95%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,All,All Students,Male,53,37,69.8113,40,75.4717,,,,,,,,,15,28.3019,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,Four Year,Economically Disadvantaged,All Students,82,26,31.7073,28,34.1463,,,,,,,,,12,14.6342,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,All,African American,Female,108,65,60.1852,71,65.7407,,,,,,,,,28,25.9259,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,All,Hispanic/Latino,Female,<10,<10,>95%,<10,>95%,,,,,,,,,<10,>95%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,Four Year,Students With Disabilities,All Students,30,<10,20,<10,20,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,Four Year,All Students,All Students,162,61,37.6543,65,40.1235,,,,,,,,,38,23.4568,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,Two Year,African American,Female,108,24,22.2222,27,25,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,Two Year,Hispanic/Latino,Male,<10,<10,>95%,<10,>95%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,Four Year,African American,Male,52,19,36.5385,20,38.4615,,,,,,,,,15,28.8462,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,Four Year,Hispanic/Latino,All Students,<10,<10,50,<10,50,,,,,,,,,<10,50,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,Two Year,African American,All Students,160,41,25.625,46,28.75,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,Four Year,African American,All Students,160,60,37.5,64,40,,,,,,,,,37,23.125,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,Two Year,All Students,Female,109,24,22.0184,27,24.7706,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,Two Year,African American,Male,52,17,32.6923,19,36.5385,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,Two Year,Students With Disabilities,All Students,30,<10,26.6667,<10,30,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,7794,Detroit School of Arts,,LEA School,All,Homeless,All Students,<10,<10,<5%,<10,<5%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,,LEA School,Two Year,Students With Disabilities,All Students,15,<10,33.3333,<10,33.3333,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,,LEA School,Two Year,All Students,All Students,78,11,14.1026,16,20.5128,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,,LEA School,Two Year,Asian,All Students,<10,<10,>95%,<10,>95%,,,,,,,,,<10,<5%,,,,,,,,
2015-2016,82000,Wayne RESA,82015,Detroit Public Schools Community District,8929,Detroit City West Side Academy for Leadership Development,,LEA School,All,African American,Female,41,12,29.2683,15,36.5854,,,,,,,,,<10,<5%,,,,,,,,
